"","age","dyad_id","a_id","b_id","block","pc","trial","blocktrial","stimulus","prod","comp","prompts"
"485","M72","M72female_2","25691","06222","Uptake","06222",7,27,"Nothing",1,1,0
"486","M72","M72female_2","25691","06222","Uptake","06222",8,28,"Fork",1,1,0
"487","M72","M72female_2","25691","06222","Uptake","06222",9,29,"Bike",1,1,0
"488","M72","M72female_2","25691","06222","Uptake","06222",10,30,"Comb",1,1,0
"489","M72","M72female_3","50000","30321","Spontaneous","50000",1,1,"Hammer",1,1,0
"490","M72","M72female_3","50000","30321","Spontaneous","30321",1,1,"Hammer",NA,NA,NA
"491","M72","M72female_3","50000","30321","Spontaneous","50000",2,2,"Fork",1,1,0
"492","M72","M72female_3","50000","30321","Spontaneous","50000",3,3,"Bike",1,1,0
"493","M72","M72female_3","50000","30321","Spontaneous","50000",4,4,"Comb",1,1,0
"494","M72","M72female_3","50000","30321","Spontaneous","50000",5,5,"Fork",1,1,0
"495","M72","M72female_3","50000","30321","Spontaneous","50000",6,6,"Bike",1,1,0
"496","M72","M72female_3","50000","30321","Spontaneous","50000",7,7,"Hammer",1,1,0
"497","M72","M72female_3","50000","30321","Spontaneous","50000",8,8,"Comb",1,1,0
"498","M72","M72female_3","50000","30321","Abstract in","50000",1,9,"Hammer",1,1,0
"499","M72","M72female_3","50000","30321","Abstract in","50000",2,10,"Bike",1,1,0
"500","M72","M72female_3","50000","30321","Abstract in","50000",3,11,"Fork",1,1,0
"501","M72","M72female_3","50000","30321","Abstract in","50000",4,12,"Nothing",1,1,0
"502","M72","M72female_3","50000","30321","Abstract in","50000",5,13,"Fork",1,1,0
"503","M72","M72female_3","50000","30321","Abstract in","50000",6,14,"Bike",1,1,0
"504","M72","M72female_3","50000","30321","Abstract in","50000",7,15,"Comb",1,1,0
"505","M72","M72female_3","50000","30321","Abstract in","50000",8,16,"Nothing",1,1,0
"506","M72","M72female_3","50000","30321","Abstract in","50000",9,17,"Comb",1,1,0
"507","M72","M72female_3","50000","30321","Abstract in","50000",10,18,"Hammer",1,1,0
"508","M72","M72female_3","50000","30321","Abstract in","50000",11,19,"Nothing",1,1,0
"509","M72","M72female_3","50000","30321","Abstract in","50000",12,20,"Bike",1,1,0
"510","M72","M72female_3","50000","30321","Uptake","30321",1,21,"Comb",1,1,0
"511","M72","M72female_3","50000","30321","Uptake","30321",2,22,"Bike",1,1,0
"512","M72","M72female_3","50000","30321","Uptake","30321",3,23,"Fork",1,1,0
"513","M72","M72female_3","50000","30321","Uptake","30321",4,24,"Nothing",1,1,0
"514","M72","M72female_3","50000","30321","Uptake","30321",5,25,"Hammer",1,1,0
"515","M72","M72female_3","50000","30321","Uptake","30321",6,26,"Nothing",1,1,0
"516","M72","M72female_3","50000","30321","Uptake","30321",7,27,"Fork",1,1,0
"517","M72","M72female_3","50000","30321","Uptake","30321",8,28,"Hammer",1,1,0
"518","M72","M72female_3","50000","30321","Uptake","30321",9,29,"Comb",1,1,0
"519","M72","M72female_3","50000","30321","Uptake","30321",10,30,"Bike",1,1,0
"520","M72","M72female_4","25251","47778","Spontaneous","25251",1,1,"Fork",0,0,0
"521","M72","M72female_4","25251","47778","Spontaneous","47778",1,1,"Fork",1,1,3
"522","M72","M72female_4","25251","47778","Spontaneous","47778",2,2,"Hammer",1,1,0
"523","M72","M72female_4","25251","47778","Spontaneous","47778",3,3,"Comb",1,1,0
"524","M72","M72female_4","25251","47778","Spontaneous","47778",4,4,"Bike",1,1,0
"525","M72","M72female_4","25251","47778","Spontaneous","47778",5,5,"Hammer",1,1,0
"526","M72","M72female_4","25251","47778","Spontaneous","47778",6,6,"Fork",1,1,0
"527","M72","M72female_4","25251","47778","Spontaneous","47778",7,7,"Bike",1,1,0
"528","M72","M72female_4","25251","47778","Spontaneous","47778",8,8,"Comb",1,1,0
"529","M72","M72female_4","25251","47778","Abstract in","47778",1,9,"Hammer",1,1,0
"530","M72","M72female_4","25251","47778","Abstract in","47778",2,10,"Nothing",1,1,0
"531","M72","M72female_4","25251","47778","Abstract in","47778",3,11,"Bike",1,1,0
"532","M72","M72female_4","25251","47778","Abstract in","47778",4,12,"Comb",1,1,0
"533","M72","M72female_4","25251","47778","Abstract in","47778",5,13,"Bike",1,1,0
"534","M72","M72female_4","25251","47778","Abstract in","47778",6,14,"Fork",1,1,0
"535","M72","M72female_4","25251","47778","Abstract in","47778",7,15,"Hammer",1,1,0
"536","M72","M72female_4","25251","47778","Abstract in","47778",8,16,"Nothing",1,1,0
"537","M72","M72female_4","25251","47778","Abstract in","47778",9,17,"Hammer",1,1,0
"538","M72","M72female_4","25251","47778","Abstract in","47778",10,18,"Nothing",1,1,0
"539","M72","M72female_4","25251","47778","Abstract in","47778",11,19,"Comb",1,1,0
"540","M72","M72female_4","25251","47778","Abstract in","47778",12,20,"Fork",1,1,0
"541","M72","M72female_4","25251","47778","Uptake","25251",1,21,"Bike",1,1,0
"542","M72","M72female_4","25251","47778","Uptake","25251",2,22,"Comb",1,1,0
"543","M72","M72female_4","25251","47778","Uptake","25251",3,23,"Hammer",1,1,0
"544","M72","M72female_4","25251","47778","Uptake","25251",4,24,"Fork",1,1,0
"545","M72","M72female_4","25251","47778","Uptake","25251",5,25,"Nothing",1,1,0
"546","M72","M72female_4","25251","47778","Uptake","25251",6,26,"Comb",1,1,0
"547","M72","M72female_4","25251","47778","Uptake","25251",7,27,"Nothing",1,1,0
"548","M72","M72female_4","25251","47778","Uptake","25251",8,28,"Bike",1,1,0
"549","M72","M72female_4","25251","47778","Uptake","25251",9,29,"Fork",1,1,0
"550","M72","M72female_4","25251","47778","Uptake","25251",10,30,"Hammer",1,1,0
"551","M72","M72female_5","08762","04602","Spontaneous","08762",1,1,"Comb",1,1,0
"552","M72","M72female_5","08762","04602","Spontaneous","04602",1,1,"Comb",NA,NA,NA
"553","M72","M72female_5","08762","04602","Spontaneous","08762",2,2,"Bike",1,1,0
"554","M72","M72female_5","08762","04602","Spontaneous","08762",3,3,"Fork",1,1,0
"555","M72","M72female_5","08762","04602","Spontaneous","08762",4,4,"Hammer",1,1,0
"556","M72","M72female_5","08762","04602","Spontaneous","08762",5,5,"Fork",1,1,0
"557","M72","M72female_5","08762","04602","Spontaneous","08762",6,6,"Hammer",1,1,0
"558","M72","M72female_5","08762","04602","Spontaneous","08762",7,7,"Comb",1,1,0
"559","M72","M72female_5","08762","04602","Spontaneous","08762",8,8,"Bike",1,1,0
"560","M72","M72female_5","08762","04602","Abstract in","08762",1,9,"Fork",1,1,0
"561","M72","M72female_5","08762","04602","Abstract in","08762",2,10,"Nothing",1,1,0
"562","M72","M72female_5","08762","04602","Abstract in","08762",3,11,"Comb",1,1,0
"563","M72","M72female_5","08762","04602","Abstract in","08762",4,12,"Bike",1,1,0
"564","M72","M72female_5","08762","04602","Abstract in","08762",5,13,"Hammer",1,1,0
"565","M72","M72female_5","08762","04602","Abstract in","08762",6,14,"Fork",1,1,0
"566","M72","M72female_5","08762","04602","Abstract in","08762",7,15,"Nothing",1,1,0
"567","M72","M72female_5","08762","04602","Abstract in","08762",8,16,"Comb",1,1,0
"568","M72","M72female_5","08762","04602","Abstract in","08762",9,17,"Fork",1,1,0
"569","M72","M72female_5","08762","04602","Abstract in","08762",10,18,"Bike",1,1,0
"570","M72","M72female_5","08762","04602","Abstract in","08762",11,19,"Nothing",1,1,0
"571","M72","M72female_5","08762","04602","Abstract in","08762",12,20,"Hammer",1,1,0
"572","M72","M72female_5","08762","04602","Uptake","04602",1,21,"Fork",1,0,0
"573","M72","M72female_5","08762","04602","Uptake","04602",2,22,"Bike",1,1,0
"574","M72","M72female_5","08762","04602","Uptake","04602",3,23,"Comb",1,1,0
"575","M72","M72female_5","08762","04602","Uptake","04602",4,24,"Nothing",1,1,0
"576","M72","M72female_5","08762","04602","Uptake","04602",5,25,"Hammer",1,1,0
"577","M72","M72female_5","08762","04602","Uptake","04602",6,26,"Bike",1,1,0
"578","M72","M72female_5","08762","04602","Uptake","04602",7,27,"Comb",1,1,0
"579","M72","M72female_5","08762","04602","Uptake","04602",8,28,"Nothing",1,1,0
"580","M72","M72female_5","08762","04602","Uptake","04602",9,29,"Hammer",1,1,0
"581","M72","M72female_5","08762","04602","Uptake","04602",10,30,"Fork",1,1,0
"582","M72","M72female_6","41464","08952","Spontaneous","41464",1,1,"Bike",1,0,0
"583","M72","M72female_6","41464","08952","Spontaneous","08952",1,1,"Bike",NA,NA,NA
"584","M72","M72female_6","41464","08952","Spontaneous","41464",2,2,"Comb",1,1,0
"585","M72","M72female_6","41464","08952","Spontaneous","41464",3,3,"Hammer",1,1,0
"586","M72","M72female_6","41464","08952","Spontaneous","41464",4,4,"Fork",1,1,0
"587","M72","M72female_6","41464","08952","Spontaneous","41464",5,5,"Comb",1,1,0
"588","M72","M72female_6","41464","08952","Spontaneous","41464",6,6,"Bike",1,1,0
"589","M72","M72female_6","41464","08952","Spontaneous","41464",7,7,"Fork",1,1,0
"590","M72","M72female_6","41464","08952","Spontaneous","41464",8,8,"Hammer",1,1,0
"591","M72","M72female_6","41464","08952","Abstract in","41464",1,9,"Comb",1,1,0
"592","M72","M72female_6","41464","08952","Abstract in","41464",2,10,"Bike",1,1,0
"593","M72","M72female_6","41464","08952","Abstract in","41464",3,11,"Fork",1,1,0
"594","M72","M72female_6","41464","08952","Abstract in","41464",4,12,"Nothing",1,1,0
"595","M72","M72female_6","41464","08952","Abstract in","41464",5,13,"Fork",1,1,0
"596","M72","M72female_6","41464","08952","Abstract in","41464",6,14,"Hammer",1,1,0
"597","M72","M72female_6","41464","08952","Abstract in","41464",7,15,"Nothing",1,1,0
"598","M72","M72female_6","41464","08952","Abstract in","41464",8,16,"Bike",1,1,0
"599","M72","M72female_6","41464","08952","Abstract in","41464",9,17,"Hammer",1,1,0
"600","M72","M72female_6","41464","08952","Abstract in","41464",10,18,"Fork",1,1,0
"601","M72","M72female_6","41464","08952","Abstract in","41464",11,19,"Nothing",1,1,0
"602","M72","M72female_6","41464","08952","Abstract in","41464",12,20,"Comb",1,1,0
"603","M72","M72female_6","41464","08952","Uptake","08952",1,21,"Hammer",1,1,0
"604","M72","M72female_6","41464","08952","Uptake","08952",2,22,"Bike",1,1,0
"605","M72","M72female_6","41464","08952","Uptake","08952",3,23,"Nothing",1,1,0
"606","M72","M72female_6","41464","08952","Uptake","08952",4,24,"Fork",1,1,0
"607","M72","M72female_6","41464","08952","Uptake","08952",5,25,"Comb",1,1,0
"608","M72","M72female_6","41464","08952","Uptake","08952",6,26,"Fork",1,1,0
"609","M72","M72female_6","41464","08952","Uptake","08952",7,27,"Bike",1,1,0
"610","M72","M72female_6","41464","08952","Uptake","08952",8,28,"Comb",1,1,0
"611","M72","M72female_6","41464","08952","Uptake","08952",9,29,"Nothing",1,1,0
"612","M72","M72female_6","41464","08952","Uptake","08952",10,30,"Hammer",1,1,0
