"","age","rater","group","stimulus","phase","day","sex","trial","effort","corr"
"1656","M72",10,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,0,1
"1657","M72",11,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,1,1
"1658","M72",11,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,1,0
"1659","M72",11,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,0
"1660","M72",11,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",4,1,1
"1661","M72",11,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,1
"1662","M72",11,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,0
"1663","M72",11,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,0,1
"1664","M72",11,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,1,0
"1665","M72",11,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,1,0
"1666","M72",11,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",10,1,1
"1667","M72",11,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,0,1
"1668","M72",11,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,1,0
"1669","M72",13,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",1,1,1
"1670","M72",13,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,0,0
"1671","M72",13,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,0
"1672","M72",13,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",4,1,0
"1673","M72",13,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,0
"1674","M72",13,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",6,1,0
"1675","M72",13,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",7,1,0
"1676","M72",13,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,0,1
"1677","M72",13,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,1
"1678","M72",13,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,1,0
"1679","M72",13,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",11,0,1
"1680","M72",13,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,1,0
"1681","M72",2,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,1,1
"1682","M72",2,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",2,1,1
"1683","M72",2,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",3,0,0
"1684","M72",2,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",4,1,1
"1685","M72",2,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",5,1,1
"1686","M72",2,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,1
"1687","M72",2,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",7,1,1
"1688","M72",2,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,1,0
"1689","M72",2,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,1,1
"1690","M72",2,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",10,1,1
"1691","M72",2,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",11,1,1
"1692","M72",2,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,0,1
"1693","M72",3,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,0,0
"1694","M72",3,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",2,1,1
"1695","M72",3,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,0
"1696","M72",3,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",4,1,1
"1697","M72",3,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",5,1,1
"1698","M72",3,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,0
"1699","M72",3,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,1,1
"1700","M72",3,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",8,1,1
"1701","M72",3,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,0
"1702","M72",3,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,1,1
"1703","M72",3,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,0,0
"1704","M72",3,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",12,1,1
"1705","M72",4,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",1,1,0
"1706","M72",4,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,0,1
"1707","M72",4,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,0
"1708","M72",4,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",4,1,0
"1709","M72",4,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,1
"1710","M72",4,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",6,1,1
"1711","M72",4,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",7,1,0
"1712","M72",4,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,1,0
"1713","M72",4,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,1
"1714","M72",4,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,1,0
"1715","M72",4,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,1,0
"1716","M72",4,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,0,1
"1717","M72",5,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,1,0
"1718","M72",5,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,1,0
"1719","M72",5,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,0,1
"1720","M72",5,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",4,0,1
"1721","M72",5,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",5,0,1
"1722","M72",5,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",6,0,1
"1723","M72",5,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",7,0,1
"1724","M72",5,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,0,1
"1725","M72",5,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,1
"1726","M72",5,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,0,1
"1727","M72",5,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,0,1
"1728","M72",5,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",12,1,0
"1729","M72",6,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",1,0,1
"1730","M72",6,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,0,0
"1731","M72",6,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,1
"1732","M72",6,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",4,1,0
"1733","M72",6,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,0,1
"1734","M72",6,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,0
"1735","M72",6,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,0,0
"1736","M72",6,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",8,0,1
"1737","M72",6,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,1,1
"1738","M72",6,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,1,1
"1739","M72",6,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,1,1
"1740","M72",6,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",12,1,1
"1741","M72",7,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,0,1
"1742","M72",7,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,1,1
"1743","M72",7,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",3,0,1
"1744","M72",7,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",4,0,1
"1745","M72",7,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,0
"1746","M72",7,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,0
"1747","M72",7,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,0,1
"1748","M72",7,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,1,1
"1749","M72",7,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,1
"1750","M72",7,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,0,1
"1751","M72",7,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",11,0,1
"1752","M72",7,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,1,0
"1753","M72",8,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",1,1,0
"1754","M72",8,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",2,1,1
"1755","M72",8,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",3,1,0
"1756","M72",8,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",4,1,0
"1757","M72",8,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,0
"1758","M72",8,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",6,1,1
"1759","M72",8,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,0,1
"1760","M72",8,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",8,1,0
"1761","M72",8,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,0,1
"1762","M72",8,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,0,1
"1763","M72",8,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",11,0,1
"1764","M72",8,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,0,1
"1765","M72",9,"M72_d1_S07_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",1,0,0
"1766","M72",9,"M72_d1_S06_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",2,0,1
"1767","M72",9,"M72_d1_S07_f_HA_first.wmv","Hammer","Uptake","Day1","f",3,1,1
"1768","M72",9,"M72_d1_S03_f_HA_first.wmv","Hammer","Uptake","Day1","f",4,0,1
"1769","M72",9,"M72_d1_S11_f_HA_first.wmv","Hammer","Uptake","Day1","f",5,1,1
"1770","M72",9,"M72_d1_S10_f_HA_first.wmv","Hammer","Uptake","Day1","f",6,1,0
"1771","M72",9,"M72_d1_S03_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",7,1,1
"1772","M72",9,"M72_d1_S11_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",8,1,0
"1773","M72",9,"M72_d1_S10_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",9,1,0
"1774","M72",9,"M72_d1_S06_f_HA_first.wmv","Hammer","Uptake","Day1","f",10,1,1
"1775","M72",9,"M72_d1_S05_f_HA_first.wmv","Hammer","Uptake","Day1","f",11,1,1
"1776","M72",9,"M72_d1_S05_f_HA_first.wmv","Hammer","Spontaneous","Day1","f",12,1,1
"1777","M48",1,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,1
"1778","M48",1,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,1,0
"1779","M48",1,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,1,0
"1780","M48",1,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,1,0
"1781","M48",1,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,1
"1782","M48",1,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",6,0,1
"1783","M48",1,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",7,0,0
"1784","M48",1,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,0,1
"1785","M48",1,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,1
"1786","M48",1,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1787","M48",10,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,0,1
"1788","M48",10,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",2,0,0
"1789","M48",10,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,1
"1790","M48",10,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,0,1
"1791","M48",10,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",5,0,1
"1792","M48",10,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,1
"1793","M48",10,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1794","M48",10,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,0,1
"1795","M48",10,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,0,0
"1796","M48",10,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,1,1
"1797","M48",11,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,1
"1798","M48",11,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,1
"1799","M48",11,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,1
"1800","M48",11,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,1,0
"1801","M48",11,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,1,0
"1802","M48",11,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,0
"1803","M48",11,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,0
"1804","M48",11,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,0,0
"1805","M48",11,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,0
"1806","M48",11,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,0
"1807","M48",13,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,0,0
"1808","M48",13,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,0
"1809","M48",13,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",3,1,1
"1810","M48",13,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,0
"1811","M48",13,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,1,0
"1812","M48",13,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,1,1
"1813","M48",13,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,0
"1814","M48",13,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,1,0
"1815","M48",13,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,1,0
"1816","M48",13,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1817","M48",2,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,1
"1818","M48",2,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,1
"1819","M48",2,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,1
"1820","M48",2,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,1
"1821","M48",2,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,0
"1822","M48",2,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",6,0,1
"1823","M48",2,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",7,0,1
"1824","M48",2,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,0,0
"1825","M48",2,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,1
"1826","M48",2,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,0
"1827","M48",3,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,0
"1828","M48",3,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",2,1,0
"1829","M48",3,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,1,1
"1830","M48",3,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,1,0
"1831","M48",3,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",5,0,0
"1832","M48",3,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",6,0,0
"1833","M48",3,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",7,0,1
"1834","M48",3,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,0,0
"1835","M48",3,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,0
"1836","M48",3,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",10,0,0
"1837","M48",4,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,0
"1838","M48",4,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,0
"1839","M48",4,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",3,0,1
"1840","M48",4,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,1
"1841","M48",4,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,1,1
"1842","M48",4,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,1
"1843","M48",4,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1844","M48",4,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,0,1
"1845","M48",4,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,1
"1846","M48",4,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",10,1,0
"1847","M48",5,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,1,0
"1848","M48",5,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",2,0,0
"1849","M48",5,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,0
"1850","M48",5,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,1,0
"1851","M48",5,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,1,0
"1852","M48",5,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",6,0,1
"1853","M48",5,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,1,0
"1854","M48",5,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,0,0
"1855","M48",5,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,1,0
"1856","M48",5,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1857","M48",6,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,1,0
"1858","M48",6,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",2,0,1
"1859","M48",6,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,1
"1860","M48",6,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,0,1
"1861","M48",6,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,0
"1862","M48",6,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,0
"1863","M48",6,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",7,0,0
"1864","M48",6,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,1,0
"1865","M48",6,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,1,1
"1866","M48",6,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",10,0,0
"1867","M48",7,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,0,0
"1868","M48",7,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,1
"1869","M48",7,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,0,1
"1870","M48",7,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,1
"1871","M48",7,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",5,0,1
"1872","M48",7,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,1
"1873","M48",7,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1874","M48",7,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,1,0
"1875","M48",7,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,0,1
"1876","M48",7,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1877","M48",8,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",1,1,1
"1878","M48",8,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,0
"1879","M48",8,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",3,0,1
"1880","M48",8,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,1
"1881","M48",8,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,1
"1882","M48",8,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",6,0,1
"1883","M48",8,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1884","M48",8,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,0,0
"1885","M48",8,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,0,1
"1886","M48",8,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1887","M48",9,"M48_d1_S15_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,0,0
"1888","M48",9,"M48_d1_S01_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,1,0
"1889","M48",9,"M48_d1_S05_m_HA_first.wmv","Hammer","Uptake","Day1","m",3,0,0
"1890","M48",9,"M48_d1_S01_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,0
"1891","M48",9,"M48_d1_S06_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,0
"1892","M48",9,"M48_d1_S15_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,1,0
"1893","M48",9,"M48_d1_S05_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1894","M48",9,"M48_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",8,0,1
"1895","M48",9,"M48_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,1
"1896","M48",9,"M48_d1_S06_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,0
"1897","M72",1,"M72_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,1,1
"1898","M72",1,"M72_d1_S02_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,0,1
"1899","M72",1,"M72_d1_S08_m_HA_first.wmv","Hammer","Uptake","Day1","m",3,0,1
"1900","M72",1,"M72_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",4,0,1
"1901","M72",1,"M72_d1_S08_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,1,0
"1902","M72",1,"M72_d1_S09_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,1
"1903","M72",1,"M72_d1_S02_m_HA_first.wmv","Hammer","Uptake","Day1","m",7,1,0
"1904","M72",1,"M72_d1_S12_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,1,0
"1905","M72",1,"M72_d1_S09_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",9,1,0
"1906","M72",1,"M72_d1_S12_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",10,0,0
"1907","M72",10,"M72_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,0,1
"1908","M72",10,"M72_d1_S08_m_HA_first.wmv","Hammer","Uptake","Day1","m",2,0,1
"1909","M72",10,"M72_d1_S09_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",3,1,1
"1910","M72",10,"M72_d1_S02_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",4,0,1
"1911","M72",10,"M72_d1_S12_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",5,0,1
"1912","M72",10,"M72_d1_S02_m_HA_first.wmv","Hammer","Uptake","Day1","m",6,0,1
"1913","M72",10,"M72_d1_S08_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",7,0,1
"1914","M72",10,"M72_d1_S12_m_HA_first.wmv","Hammer","Uptake","Day1","m",8,1,1
"1915","M72",10,"M72_d1_S09_m_HA_first.wmv","Hammer","Uptake","Day1","m",9,0,1
"1916","M72",10,"M72_d1_S04_m_HA_first.wmv","Hammer","Uptake","Day1","m",10,0,1
"1917","M72",11,"M72_d1_S04_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",1,0,1
"1918","M72",11,"M72_d1_S08_m_HA_first.wmv","Hammer","Spontaneous","Day1","m",2,1,0
