"","age","rater","group","stimulus","phase","day","sex","trial","effort","corr"
"659","M72",11,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",3,1,1
"660","M72",11,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,1,0
"661","M72",11,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",5,1,0
"662","M72",11,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,0
"663","M72",11,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",7,0,1
"664","M72",11,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",8,0,1
"665","M72",11,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,0,1
"666","M72",11,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",10,0,0
"667","M72",13,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",1,0,1
"668","M72",13,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",2,1,0
"669","M72",13,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",3,1,0
"670","M72",13,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,0,1
"671","M72",13,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",5,0,1
"672","M72",13,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,0
"673","M72",13,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",7,0,1
"674","M72",13,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",8,1,0
"675","M72",13,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,1,0
"676","M72",13,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",10,1,0
"677","M72",2,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",1,0,0
"678","M72",2,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",2,1,0
"679","M72",2,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",3,1,0
"680","M72",2,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",4,0,1
"681","M72",2,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",5,1,1
"682","M72",2,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,0
"683","M72",2,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",7,1,1
"684","M72",2,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,1,0
"685","M72",2,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",9,1,0
"686","M72",2,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",10,0,1
"687","M72",3,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",1,0,1
"688","M72",3,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",2,1,1
"689","M72",3,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",3,0,1
"690","M72",3,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",4,1,1
"691","M72",3,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",5,1,0
"692","M72",3,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,0,1
"693","M72",3,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",7,1,1
"694","M72",3,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,1,1
"695","M72",3,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,1,1
"696","M72",3,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",10,1,0
"697","M72",4,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",1,0,1
"698","M72",4,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",2,1,0
"699","M72",4,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",3,0,1
"700","M72",4,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",4,1,0
"701","M72",4,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",5,0,1
"702","M72",4,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,1
"703","M72",4,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",7,1,0
"704","M72",4,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",8,1,0
"705","M72",4,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",9,1,0
"706","M72",4,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",10,1,0
"707","M72",5,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",1,0,1
"708","M72",5,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",2,0,1
"709","M72",5,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",3,0,1
"710","M72",5,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,0,1
"711","M72",5,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",5,1,0
"712","M72",5,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,0
"713","M72",5,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",7,0,1
"714","M72",5,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,0,1
"715","M72",5,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",9,0,1
"716","M72",5,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",10,1,0
"717","M72",6,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",1,0,1
"718","M72",6,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",2,0,1
"719","M72",6,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",3,1,0
"720","M72",6,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,1,0
"721","M72",6,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",5,1,0
"722","M72",6,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",6,0,1
"723","M72",6,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",7,1,0
"724","M72",6,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,0,1
"725","M72",6,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,1,1
"726","M72",6,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",10,1,0
"727","M72",7,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",1,1,0
"728","M72",7,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",2,1,0
"729","M72",7,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",3,1,0
"730","M72",7,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,1,0
"731","M72",7,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",5,0,1
"732","M72",7,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",6,0,1
"733","M72",7,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",7,1,0
"734","M72",7,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,0,1
"735","M72",7,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,0,1
"736","M72",7,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",10,0,0
"737","M72",8,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",1,1,0
"738","M72",8,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",2,1,0
"739","M72",8,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",3,1,0
"740","M72",8,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",4,0,0
"741","M72",8,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",5,0,1
"742","M72",8,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,0,1
"743","M72",8,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",7,1,1
"744","M72",8,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,1,0
"745","M72",8,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",9,0,0
"746","M72",8,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",10,1,1
"747","M72",9,"M72_d1_S12_m_FA_first.wmv","Bike","Uptake","Day1","m",1,0,1
"748","M72",9,"M72_d1_S08_m_FA_first.wmv","Bike","Uptake","Day1","m",2,1,0
"749","M72",9,"M72_d1_S08_m_FA_first.wmv","Bike","Spontaneous","Day1","m",3,0,1
"750","M72",9,"M72_d1_S04_m_FA_first.wmv","Bike","Uptake","Day1","m",4,1,0
"751","M72",9,"M72_d1_S02_m_FA_first.wmv","Bike","Uptake","Day1","m",5,1,0
"752","M72",9,"M72_d1_S02_m_FA_first.wmv","Bike","Spontaneous","Day1","m",6,1,0
"753","M72",9,"M72_d1_S09_m_FA_first.wmv","Bike","Uptake","Day1","m",7,1,1
"754","M72",9,"M72_d1_S12_m_FA_first.wmv","Bike","Spontaneous","Day1","m",8,0,1
"755","M72",9,"M72_d1_S04_m_FA_first.wmv","Bike","Spontaneous","Day1","m",9,1,0
"756","M72",9,"M72_d1_S09_m_FA_first.wmv","Bike","Spontaneous","Day1","m",10,0,1
"757","M48",1,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"758","M48",1,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"759","M48",1,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"760","M48",1,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"761","M48",1,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,0
"762","M48",1,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"763","M48",10,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"764","M48",10,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,1
"765","M48",10,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"766","M48",10,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,1
"767","M48",10,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"768","M48",10,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"769","M48",11,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"770","M48",11,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"771","M48",11,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,0
"772","M48",11,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"773","M48",11,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"774","M48",11,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"775","M48",13,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"776","M48",13,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"777","M48",13,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,1
"778","M48",13,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,1
"779","M48",13,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"780","M48",13,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"781","M48",2,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"782","M48",2,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,1
"783","M48",2,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"784","M48",2,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,0
"785","M48",2,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,0
"786","M48",2,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,1
"787","M48",3,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"788","M48",3,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,1
"789","M48",3,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"790","M48",3,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,0
"791","M48",3,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,0
"792","M48",3,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,1
"793","M48",4,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"794","M48",4,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"795","M48",4,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"796","M48",4,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"797","M48",4,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,0
"798","M48",4,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,0
"799","M48",5,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"800","M48",5,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"801","M48",5,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,0
"802","M48",5,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"803","M48",5,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"804","M48",5,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"805","M48",6,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"806","M48",6,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"807","M48",6,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"808","M48",6,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"809","M48",6,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,1
"810","M48",6,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"811","M48",7,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"812","M48",7,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"813","M48",7,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"814","M48",7,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"815","M48",7,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"816","M48",7,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"817","M48",8,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"818","M48",8,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"819","M48",8,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,0
"820","M48",8,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"821","M48",8,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"822","M48",8,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"823","M48",9,"M48_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"824","M48",9,"M48_d2_S08_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,1
"825","M48",9,"M48_d2_S02_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,1
"826","M48",9,"M48_d2_S13_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"827","M48",9,"M48_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,1
"828","M48",9,"M48_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"829","M72",1,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"830","M72",1,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"831","M72",1,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"832","M72",1,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"833","M72",1,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"834","M72",1,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"835","M72",10,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"836","M72",10,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,0
"837","M72",10,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"838","M72",10,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,1
"839","M72",10,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,0
"840","M72",10,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"841","M72",11,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"842","M72",11,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"843","M72",11,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,1
"844","M72",11,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"845","M72",11,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"846","M72",11,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,0
"847","M72",13,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"848","M72",13,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"849","M72",13,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,0
"850","M72",13,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"851","M72",13,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"852","M72",13,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"853","M72",2,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,0
"854","M72",2,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"855","M72",2,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,0
"856","M72",2,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,1
"857","M72",2,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,1
"858","M72",2,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"859","M72",3,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,1
"860","M72",3,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,0
"861","M72",3,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"862","M72",3,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,0
"863","M72",3,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,0
"864","M72",3,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,0
"865","M72",4,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"866","M72",4,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"867","M72",4,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"868","M72",4,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,0
"869","M72",4,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,1,0
"870","M72",4,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"871","M72",5,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"872","M72",5,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"873","M72",5,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"874","M72",5,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"875","M72",5,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"876","M72",5,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"877","M72",6,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,0
"878","M72",6,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,1
"879","M72",6,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"880","M72",6,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,0
"881","M72",6,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"882","M72",6,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"883","M72",7,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,1,0
"884","M72",7,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"885","M72",7,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,1
"886","M72",7,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,1,0
"887","M72",7,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"888","M72",7,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,0,1
"889","M72",8,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"890","M72",8,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,0,1
"891","M72",8,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,1,1
"892","M72",8,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"893","M72",8,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"894","M72",8,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"895","M72",9,"M72_d2_S05_f_FI_first.wmv","Fish","Spontaneous","Day2","f",1,0,1
"896","M72",9,"M72_d2_S10_f_FI_first.wmv","Fish","Spontaneous","Day2","f",2,1,0
"897","M72",9,"M72_d2_S06_f_FI_first.wmv","Fish","Spontaneous","Day2","f",3,0,0
"898","M72",9,"M72_d2_S07_f_FI_first.wmv","Fish","Spontaneous","Day2","f",4,0,1
"899","M72",9,"M72_d2_S03_f_FI_first.wmv","Fish","Spontaneous","Day2","f",5,0,1
"900","M72",9,"M72_d2_S11_f_FI_first.wmv","Fish","Spontaneous","Day2","f",6,1,0
"901","M48",1,"M48_d2_S06_m_FI_first.wmv","Fish","Spontaneous","Day2","m",1,0,1
"902","M48",1,"M48_d2_S04_m_FI_first.wmv","Fish","Spontaneous","Day2","m",2,0,1
"903","M48",1,"M48_d2_S15_m_FI_first.wmv","Fish","Spontaneous","Day2","m",3,1,0
"904","M48",1,"M48_d2_S01_m_FI_first.wmv","Fish","Spontaneous","Day2","m",4,0,1
"905","M48",1,"M48_d2_S05_m_FI_first.wmv","Fish","Spontaneous","Day2","m",5,1,0
"906","M48",1,"M48_d2_S09_m_FI_first.wmv","Fish","Spontaneous","Day2","m",6,1,0
"907","M48",10,"M48_d2_S01_m_FI_first.wmv","Fish","Spontaneous","Day2","m",1,1,1
"908","M48",10,"M48_d2_S15_m_FI_first.wmv","Fish","Spontaneous","Day2","m",2,1,0
"909","M48",10,"M48_d2_S04_m_FI_first.wmv","Fish","Spontaneous","Day2","m",3,1,1
"910","M48",10,"M48_d2_S05_m_FI_first.wmv","Fish","Spontaneous","Day2","m",4,1,1
"911","M48",10,"M48_d2_S06_m_FI_first.wmv","Fish","Spontaneous","Day2","m",5,0,0
"912","M48",10,"M48_d2_S09_m_FI_first.wmv","Fish","Spontaneous","Day2","m",6,1,0
"913","M48",11,"M48_d2_S01_m_FI_first.wmv","Fish","Spontaneous","Day2","m",1,1,0
"914","M48",11,"M48_d2_S05_m_FI_first.wmv","Fish","Spontaneous","Day2","m",2,1,0
"915","M48",11,"M48_d2_S15_m_FI_first.wmv","Fish","Spontaneous","Day2","m",3,1,1
"916","M48",11,"M48_d2_S09_m_FI_first.wmv","Fish","Spontaneous","Day2","m",4,0,1
"917","M48",11,"M48_d2_S04_m_FI_first.wmv","Fish","Spontaneous","Day2","m",5,0,0
"918","M48",11,"M48_d2_S06_m_FI_first.wmv","Fish","Spontaneous","Day2","m",6,0,1
"919","M48",13,"M48_d2_S09_m_FI_first.wmv","Fish","Spontaneous","Day2","m",1,0,1
"920","M48",13,"M48_d2_S05_m_FI_first.wmv","Fish","Spontaneous","Day2","m",2,0,1
"921","M48",13,"M48_d2_S06_m_FI_first.wmv","Fish","Spontaneous","Day2","m",3,1,0
"922","M48",13,"M48_d2_S01_m_FI_first.wmv","Fish","Spontaneous","Day2","m",4,0,1
"923","M48",13,"M48_d2_S15_m_FI_first.wmv","Fish","Spontaneous","Day2","m",5,1,0
"924","M48",13,"M48_d2_S04_m_FI_first.wmv","Fish","Spontaneous","Day2","m",6,1,1
"925","M48",2,"M48_d2_S06_m_FI_first.wmv","Fish","Spontaneous","Day2","m",1,1,0
"926","M48",2,"M48_d2_S15_m_FI_first.wmv","Fish","Spontaneous","Day2","m",2,0,1
"927","M48",2,"M48_d2_S04_m_FI_first.wmv","Fish","Spontaneous","Day2","m",3,1,0
"928","M48",2,"M48_d2_S09_m_FI_first.wmv","Fish","Spontaneous","Day2","m",4,0,0
