"","id","age","phase","block","trial","stimulus","corr"
"664","08762","M72","test","1","4","Fish",1
"665","08762","M72","test","1","5","Deer",1
"666","08762","M72","test","1","6","Duck",1
"667","08762","M72","test","2","7","Fish",1
"668","08762","M72","test","2","8","Duck",1
"669","08762","M72","test","2","9","Deer",1
"670","08762","M72","test","2","10","Duck",1
"671","08762","M72","test","2","11","Deer",1
"672","08762","M72","test","2","12","Fish",1
"673","08762","M72","test","3","13","Duck",1
"674","08762","M72","test","3","14","Fish",1
"675","08762","M72","test","3","15","Deer",1
"676","08762","M72","test","3","16","Fish",1
"677","08762","M72","test","3","17","Duck",1
"678","08762","M72","test","3","18","Deer",1
"679","08762","M72","test","4","19","Duck",1
"680","08762","M72","test","4","20","Fish",1
"681","08762","M72","test","4","21","Deer",1
"682","08762","M72","test","4","22","Duck",1
"683","08762","M72","test","4","23","Deer",1
"684","08762","M72","test","4","24","Fish",1
"685","08762","M72","test","5","25","Duck",1
"686","08762","M72","test","5","26","Deer",1
"687","08762","M72","test","5","27","Deer",1
"688","08762","M72","test","5","28","Fish",1
"689","08762","M72","test","5","29","Fish",1
"690","08762","M72","test","5","30","Duck",1
"691","08952","M72","test","1","1","Deer",1
"692","08952","M72","test","1","2","Fish",1
"693","08952","M72","test","1","3","Duck",1
"694","08952","M72","test","1","4","Duck",1
"695","08952","M72","test","1","5","Fish",1
"696","08952","M72","test","1","6","Deer",1
"697","08952","M72","test","2","7","Duck",1
"698","08952","M72","test","2","8","Fish",1
"699","08952","M72","test","2","9","Deer",1
"700","08952","M72","test","2","10","Duck",0
"701","08952","M72","test","2","11","Fish",1
"702","08952","M72","test","2","12","Deer",1
"703","08952","M72","test","3","13","Duck",1
"704","08952","M72","test","3","14","Fish",1
"705","08952","M72","test","3","15","Deer",1
"706","08952","M72","test","3","16","Fish",1
"707","08952","M72","test","3","17","Duck",1
"708","08952","M72","test","3","18","Deer",1
"709","08952","M72","test","4","19","Fish",1
"710","08952","M72","test","4","20","Deer",1
"711","08952","M72","test","4","21","Fish",1
"712","08952","M72","test","4","22","Duck",1
"713","08952","M72","test","4","23","Duck",1
"714","08952","M72","test","4","24","Deer",1
"715","08952","M72","test","5","25","Deer",0
"716","08952","M72","test","5","26","Fish",1
"717","08952","M72","test","5","27","Duck",1
"718","08952","M72","test","5","28","Duck",1
"719","08952","M72","test","5","29","Fish",1
"720","08952","M72","test","5","30","Deer",1
